Session_Name_	Trial_Index_	Trial_Recycled_	run_ind	trial_ind	stim_quad	stim_img	stim_ecc	stim_ang	stim_x	stim_y	fix_x	fix_y	fix_t	stim_t	delay_t	resp_t	iti_t	fix_size	dot_size	roi_size	LAST_TRIAL_TIME	TRIAL_SCANNER_KEY_TIMES	TRIAL_SCANNER_KEY_VALUES	INITIAL_SCANNER_KEY_DPC_TIME	INITIAL_SCANNER_KEY_VALUE	FIX_TIME	STIM1_TIME	DELAY_TIME	PROBE_TIME	ITI_START_TIME	INITIAL_SCANNER_KEY_HPC_TIME	END_TIME	stim_ang_orig	ecc
s19_1	1	False	1	1	4	4_2.png	5.370864719	341.7930184	843.6595216	578.7677129	640	512	3.5	4	6	7	2	19.90093303	19.90093303	31.84275389	261689.38	[254681.69]	"[' ']"	254681.69	" "	256674.35	258190.52	258690.36	260689.71	261689.38	3654077.69	-32768	345	5.5
s19_1	2	False	1	2	4	3_2.png	5.890928821	323.3653293	828.8129698	651.9419024	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	268187.24	[]	[]	254681.69	" "	263188.88	264688.38	265188.22	267187.55	268187.24	3654077.69	-32768	325	5.5
s19_1	3	False	1	3	4	1_1.png	3.331871339	285.5354157	675.5579092	639.4912238	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	274435.18	[]	[]	254681.69	" "	269436.82	270936.33	271436.16	273435.51	274435.18	3654077.69	-32768	285	3
s19_1	4	False	1	4	2	1_2.png	5.318019117	104.0385671	588.5082149	306.7435399	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	282682.46	[]	[]	254681.69	" "	275684.76	277184.27	277684.10	281682.79	282682.46	3654077.69	-32768	105	5.5
s19_1	5	False	1	5	3	1_2.png	5.910195227	190.4873859	407.8748156	554.8281207	640	512	3.25	3.75	7.75	8.75	1.75	19.90093303	19.90093303	31.84275389	291429.57	[]	[]	254681.69	" "	284431.87	285931.38	286431.21	290429.90	291429.57	3654077.69	-32768	195	5.5
s19_1	6	False	1	6	4	4_1.png	2.663898318	344.9180625	742.4471852	539.51721	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	297927.43	[]	[]	254681.69	" "	292929.07	294428.58	294928.41	296927.76	297927.43	3654077.69	-32768	345	3
s19_1	7	False	1	7	2	1_1.png	2.595372693	108.2662951	607.6007261	414.1618216	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	304425.29	[]	[]	254681.69	" "	299426.93	300926.44	301426.27	303425.62	304425.29	3654077.69	-32768	105	3
s19_1	8	False	1	8	3	4_1.png	2.801726777	258.8773922	618.4713217	621.1448324	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	311173.05	[]	[]	254681.69	" "	306174.71	307674.21	308174.05	310173.38	311173.05	3654077.69	-32768	255	3
s19_1	9	False	1	9	3	1_1.png	3.157530542	198.5932041	520.7661689	551.9793629	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	319420.33	[]	[]	254681.69	" "	312422.65	313922.14	314421.99	318420.66	319420.33	3654077.69	-32768	195	3
s19_1	10	False	1	10	2	2_1.png	3.039905094	124.3618496	571.6465147	412.3572949	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	327917.54	[]	[]	254681.69	" "	320919.84	322419.35	322919.18	326917.87	327917.54	3654077.69	-32768	125	3
s19_1	11	False	1	11	3	4_2.png	5.608635431	255.485663	583.8745883	728.0862461	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	334165.47	[]	[]	254681.69	" "	329167.12	330666.63	331166.47	333165.80	334165.47	3654077.69	-32768	255	5.5
s19_1	12	False	1	12	1	4_1.png	3.222348514	75.70838427	671.6934099	387.9936527	640	512	3.25	3.75	7.75	8.75	1.75	19.90093303	19.90093303	31.84275389	342912.59	[]	[]	254681.69	" "	335914.90	337414.40	337914.24	341912.93	342912.59	3654077.69	-32768	75	3
s19_1	13	False	1	13	2	4_2.png	5.772366214	165.3242648	416.995285	453.7882259	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	351409.79	[]	[]	254681.69	" "	344412.10	345911.60	346411.44	350410.11	351409.79	3654077.69	-32768	165	5.5
s19_1	14	False	1	14	1	2_2.png	5.228028324	37.16497347	806.2805574	386.359622	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	358157.57	[]	[]	254681.69	" "	353159.21	354658.72	355158.55	357157.90	358157.57	3654077.69	-32768	35	5.5
s19_1	15	False	1	15	1	4_2.png	5.645128787	74.42397893	700.526568	295.5793037	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	364655.42	[]	[]	254681.69	" "	359657.07	361156.58	361656.41	363655.76	364655.42	3654077.69	-32768	75	5.5
s19_1	16	False	1	16	1	1_1.png	2.82421992	10.71037084	750.5376965	491.1615101	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	371153.29	[]	[]	254681.69	" "	366154.93	367654.43	368154.27	370153.61	371153.29	3654077.69	-32768	15	3
s19_1	17	False	1	17	1	1_1.png	2.82421992	10.71037084	750.5376965	491.1615101	640	512	3	3.5	5.5	6.5	2	19.90093303	19.90093303	31.84275389	-32768	[]	[]	254681.69	" "	-32768	-32768	-32768	-32768	-32768	3654077.69	-32768	15	3
