2	1	2	"4_1.png"	2.634338342	165.1545845	538.5793966	485.2056392	640	512	3.5	4	6	7	2	19.90093303	19.90093303	31.84275389	165	3
2	2	3	"3_1.png"	2.584247052	234.300018	579.9390189	595.3097099	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	235	3
2	3	2	"3_2.png"	5.552309845	149.0435548	449.8955259	398.3441725	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	145	5.5
2	4	3	"2_2.png"	5.21810873	210.3317941	460.2464485	616.828515	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	215	5.5
2	5	1	"3_1.png"	2.900079745	59.96850215	697.8171558	412.3126844	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	55	3
2	6	2	"2_2.png"	5.856376908	121.8771295	516.4754608	314.0240816	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	125	5.5
2	7	3	"3_2.png"	5.909098188	235.5273213	506.4069743	705.9398035	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	235	5.5
2	8	1	"3_2.png"	5.40243355	53.21927183	769.1279244	339.8363731	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	55	5.5
2	9	4	"2_1.png"	3.015367219	306.3114121	711.1349357	608.4806945	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	305	3
2	10	2	"3_1.png"	2.511680991	140.6463359	562.6512596	448.7776853	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	145	3
2	11	4	"1_2.png"	5.591594409	282.748114	689.2656265	729.0420848	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	285	5.5
2	12	3	"2_1.png"	3.450915198	219.7422163	534.2602297	599.6302827	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	215	3
2	13	1	"2_1.png"	2.560466772	33.30682066	725.2261796	456.1859384	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	35	3
2	14	4	"3_1.png"	2.646514856	323.9453468	725.2181546	573.8354899	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	325	3
2	15	4	"2_2.png"	5.332571407	302.4150174	754.1009747	691.1010984	640	512	3.25	3.75	7.75	8.75	1.75	19.90093303	19.90093303	31.84275389	305	5.5
2	16	1	"1_2.png"	5.705950754	18.53063629	856.0420597	439.8222903	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	15	5.5
2	17	1	"1_2.png"	5.705950754	18.53063629	856.0420597	439.8222903	640	512	3	3.5	7.5	8.5	2	19.90093303	19.90093303	31.84275389	15	5.5
