Session_Name_	Trial_Index_	Trial_Recycled_	run_ind	trial_ind	stim_quad	stim_img	stim_ecc	stim_ang	stim_x	stim_y	fix_x	fix_y	fix_t	stim_t	delay_t	resp_t	iti_t	fix_size	dot_size	roi_size	LAST_TRIAL_TIME	TRIAL_SCANNER_KEY_TIMES	TRIAL_SCANNER_KEY_VALUES	INITIAL_SCANNER_KEY_DPC_TIME	INITIAL_SCANNER_KEY_VALUE	FIX_TIME	STIM1_TIME	DELAY_TIME	PROBE_TIME	ITI_START_TIME	INITIAL_SCANNER_KEY_HPC_TIME	END_TIME	stim_ang_orig	ecc
s20_1	1	False	2	1	2	4_1.png	2.634338342	165.1545845	538.5793966	485.2056392	640	512	3.5	4	6	7	2	19.90093303	19.90093303	31.84275389	70317.30	[63317.149]	"[' ']"	63317.15	" "	65318.95	66818.46	67318.29	69317.63	70317.30	10071354.15	-32768	165	3
s20_1	2	False	2	2	3	3_1.png	2.584247052	234.300018	579.9390189	595.3097099	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	77065.07	[]	[]	63317.15	" "	72066.72	73566.23	74066.06	76065.40	77065.07	10071354.15	-32768	235	3
s20_1	3	False	2	3	2	3_2.png	5.552309845	149.0435548	449.8955259	398.3441725	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	83313.02	[]	[]	63317.15	" "	78314.66	79814.16	80314.00	82313.35	83313.02	10071354.15	-32768	145	5.5
s20_1	4	False	2	4	3	2_2.png	5.21810873	210.3317941	460.2464485	616.828515	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	90060.78	[]	[]	63317.15	" "	85062.43	86561.94	87061.77	89061.12	90060.78	10071354.15	-32768	215	5.5
s20_1	5	False	2	5	1	3_1.png	2.900079745	59.96850215	697.8171558	412.3126844	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	96558.65	[]	[]	63317.15	" "	91560.29	93059.80	93559.63	95558.97	96558.65	10071354.15	-32768	55	3
s20_1	6	False	2	6	2	2_2.png	5.856376908	121.8771295	516.4754608	314.0240816	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	102806.59	[]	[]	63317.15	" "	97808.23	99307.74	99807.58	101806.91	102806.59	10071354.15	-32768	125	5.5
s20_1	7	False	2	7	3	3_2.png	5.909098188	235.5273213	506.4069743	705.9398035	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	111053.86	[]	[]	63317.15	" "	104056.18	105555.68	106055.52	110054.19	111053.86	10071354.15	-32768	235	5.5
s20_1	8	False	2	8	1	3_2.png	5.40243355	53.21927183	769.1279244	339.8363731	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	117551.73	[]	[]	63317.15	" "	112553.37	114052.88	114552.71	116552.05	117551.73	10071354.15	-32768	55	5.5
s20_1	9	False	2	9	4	2_1.png	3.015367219	306.3114121	711.1349357	608.4806945	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	125799.00	[]	[]	63317.15	" "	118801.30	120300.82	120800.64	124799.33	125799.00	10071354.15	-32768	305	3
s20_1	10	False	2	10	2	3_1.png	2.511680991	140.6463359	562.6512596	448.7776853	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	134046.28	[]	[]	63317.15	" "	127048.59	128548.10	129047.93	133046.61	134046.28	10071354.15	-32768	145	3
s20_1	11	False	2	11	4	1_2.png	5.591594409	282.748114	689.2656265	729.0420848	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	140294.22	[]	[]	63317.15	" "	135295.87	136795.37	137295.21	139294.55	140294.22	10071354.15	-32768	285	5.5
s20_1	12	False	2	12	3	2_1.png	3.450915198	219.7422163	534.2602297	599.6302827	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	146542.16	[]	[]	63317.15	" "	141543.80	143043.32	143543.16	145542.49	146542.16	10071354.15	-32768	215	3
s20_1	13	False	2	13	1	2_1.png	2.560466772	33.30682066	725.2261796	456.1859384	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	155039.36	[]	[]	63317.15	" "	148041.66	149541.18	150041.02	154039.69	155039.36	10071354.15	-32768	35	3
s20_1	14	False	2	14	4	3_1.png	2.646514856	323.9453468	725.2181546	573.8354899	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	161287.30	[]	[]	63317.15	" "	156288.95	157788.46	158288.28	160287.63	161287.30	10071354.15	-32768	325	3
s20_1	15	False	2	15	4	2_2.png	5.332571407	302.4150174	754.1009747	691.1010984	640	512	3.25	3.75	7.75	8.75	1.75	19.90093303	19.90093303	31.84275389	170034.42	[]	[]	63317.15	" "	163036.72	164536.24	165036.06	169034.75	170034.42	10071354.15	-32768	305	5.5
s20_1	16	False	2	16	1	1_2.png	5.705950754	18.53063629	856.0420597	439.8222903	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	178531.62	[]	[]	63317.15	" "	171533.93	173033.43	173533.27	177531.94	178531.62	10071354.15	-32768	15	5.5
s20_1	17	False	2	17	1	1_2.png	5.705950754	18.53063629	856.0420597	439.8222903	640	512	3	3.5	7.5	8.5	2	19.90093303	19.90093303	31.84275389	-32768	[]	[]	63317.15	" "	-32768	-32768	-32768	-32768	-32768	10071354.15	-32768	15	5.5
