1	1	4	"4_2.png"	5.370864719	341.7930184	843.6595216	578.7677129	640	512	3.5	4	6	7	2	19.90093303	19.90093303	31.84275389	345	5.5
1	2	4	"3_2.png"	5.890928821	323.3653293	828.8129698	651.9419024	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	325	5.5
1	3	4	"1_1.png"	3.331871339	285.5354157	675.5579092	639.4912238	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	285	3
1	4	2	"1_2.png"	5.318019117	104.0385671	588.5082149	306.7435399	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	105	5.5
1	5	3	"1_2.png"	5.910195227	190.4873859	407.8748156	554.8281207	640	512	3.25	3.75	7.75	8.75	1.75	19.90093303	19.90093303	31.84275389	195	5.5
1	6	4	"4_1.png"	2.663898318	344.9180625	742.4471852	539.51721	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	345	3
1	7	2	"1_1.png"	2.595372693	108.2662951	607.6007261	414.1618216	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	105	3
1	8	3	"4_1.png"	2.801726777	258.8773922	618.4713217	621.1448324	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	255	3
1	9	3	"1_1.png"	3.157530542	198.5932041	520.7661689	551.9793629	640	512	2.75	3.25	7.25	8.25	1.25	19.90093303	19.90093303	31.84275389	195	3
1	10	2	"2_1.png"	3.039905094	124.3618496	571.6465147	412.3572949	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	125	3
1	11	3	"4_2.png"	5.608635431	255.485663	583.8745883	728.0862461	640	512	2.75	3.25	5.25	6.25	1.25	19.90093303	19.90093303	31.84275389	255	5.5
1	12	1	"4_1.png"	3.222348514	75.70838427	671.6934099	387.9936527	640	512	3.25	3.75	7.75	8.75	1.75	19.90093303	19.90093303	31.84275389	75	3
1	13	2	"4_2.png"	5.772366214	165.3242648	416.995285	453.7882259	640	512	3	3.5	7.5	8.5	1.5	19.90093303	19.90093303	31.84275389	165	5.5
1	14	1	"2_2.png"	5.228028324	37.16497347	806.2805574	386.359622	640	512	3.25	3.75	5.75	6.75	1.75	19.90093303	19.90093303	31.84275389	35	5.5
1	15	1	"4_2.png"	5.645128787	74.42397893	700.526568	295.5793037	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	75	5.5
1	16	1	"1_1.png"	2.82421992	10.71037084	750.5376965	491.1615101	640	512	3	3.5	5.5	6.5	1.5	19.90093303	19.90093303	31.84275389	15	3
1	17	1	"1_1.png"	2.82421992	10.71037084	750.5376965	491.1615101	640	512	3	3.5	5.5	6.5	2	19.90093303	19.90093303	31.84275389	15	3
